commissioning_date,municipality,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,electrical_capacity,municipality_code,project_name,production,tariff,notification_date,contract_period_end,street,canton,company,lat,lon,data_source
2015-09-25,Porrentruy,Renewable energy,Solar,,Connected unit,0.0498,2900,PV Crevoisier et Rérat SA Porrentruy,47.4766,,2010-10-14,,Chemin des Grandes-Vies 5,JU,CREVOISIER & RERAT S.A.,47.4206,7.0686,BFE
2015-09-25,Zug,Renewable energy,Solar,,Connected unit,0.08216,6300,PV Korporation Zug - Forstmagazin,76.52520999999999,,2011-08-22,,Vordergeissboden 4,ZG,Korporation Zug,47.1667,8.5167,BFE
2015-09-25,Berken,Renewable energy,Solar,,Connected unit,0.22022,3376,PV K & K Energy GmbH Berken,206.05120000000002,,2011-03-19,,Oberberken 6L,BE,K & K Energy GmbH,47.2179,7.7204,BFE
2015-09-25,Pratteln,Renewable energy,Solar,,Connected unit,0.13909,4133,PV EBL Pratteln - Grosswärmeverbund,127.08641,,2011-03-31,,Netzibodenstrasse 6,BL,EBL (Genossenschaft Elektra Baselland),47.5174,7.6941,BFE
2015-09-25,Jonen,Renewable energy,Solar,,Connected unit,0.20592,8916,PV AEW Energie AG Jonen,179.43054,,2011-06-14,,Mattenhof 1,AG,AEW Energie AG,47.2997,8.4008,BFE
2015-09-25,Hausen am Albis,Renewable energy,Solar,,Integrated unit,0.04329,8915,PV Baumschule Reichenbach Hausen,47.251200000000004,,2011-02-16,,Schonau 1 (Parz. 661),ZH,Baumschulen Reichenbach,47.2496,8.533,BFE
2015-09-29,Scheuren,Renewable energy,Solar,,Integrated unit,0.08858,2556,PV Hermann Mühlheim Zimmerarbeiten + Innenausbau Scheuren - Bodenacherweg 2c,68.5911,,2011-05-17,,Bodenacherweg 2c,BE,Hermann Mühlheim Zimmerarbeiten + Innenausbau,47.1315,7.3296,BFE
2015-09-29,Schinznach Dorf,Renewable energy,Solar,,Integrated unit,0.0994,5107,PV Immo Treier AG Schinznach Dorf - Bürogebäude,48.85472,,2010-03-22,,Nebenbachweg 8,AG,Immo Treier AG,47.455,8.1326,BFE
2015-09-29,S. Antonino,Renewable energy,Solar,,Connected unit,0.11448,6592,PV Viridis Power SA St. Antonino - Colombera,138.48205,,2011-02-19,,Via al Ticino 6,TI,Viridis Power SA,46.1518,8.9757,BFE
2015-09-29,Zuchwil,Renewable energy,Solar,,Connected unit,5.76212,4528,PV Swiss Prime Anlagestiftung Zuchwil,4865.20495,,2011-08-08,,Allmendweg 8,SO,Swiss Prime Anlagestiftung,47.2055,7.5607,BFE
2015-09-29,Lohn-Ammannsegg,Renewable energy,Solar,,Connected unit,0.0682,4573,PV Genossenschaft Elektra Jegenstorf Lohn-Ammannsegg - Stucki,77.86901,,2011-08-25,,Rütifeldstrasse 4,SO,Genossenschaft Elektra Jegenstorf,47.17,7.5278,BFE
2015-09-29,Givisiez,Renewable energy,Solar,,Connected unit,0.60372,1762,PV Birseck Solar AG Givisiez,531.053,,2011-06-22,,Route des Taconnets 9,FR,Birseck Solar AG,46.8134,7.1255,BFE
2015-09-29,Seon,Renewable energy,Solar,,Connected unit,0.16055,5703,PV Swiss Solar City AG Seon - Liesch Stierva,151.16425,,2011-06-27,,Oholten 16,AG,Swiss Solar City AG,47.3487,8.1589,BFE
2015-09-29,Zug,Renewable energy,Solar,,Connected unit,0.0546,6300,PV Korporation Zug - 1014c - Hintergeissboden,30.52807,,2011-10-05,,Hintergeissboden 1,ZG,Korporation Zug,47.1667,8.5167,BFE
2015-09-30,Hohenrain,Renewable energy,Solar,,Connected unit,0.3275,6276,PV Gewi Energie GmbH Hohenrain - LBBZ 1,304.10040000000004,,2010-12-23,,Sennweidstrasse 35,LU,GEWI Energie GmbH,47.179,8.318,BFE
2015-09-30,Oberriet,Renewable energy,Solar,,Connected unit,0.03,9463,PV Mons Kraftwerke GmbH Oberriet,29.864,,2011-07-01,,Onderegg,SG,Mons Kraftwerke AG,47.3255,9.5384,BFE
2015-09-30,Ropraz,Renewable energy,Solar,,Connected unit,0.1404,1088,PV Eco Energie Etoy SA Ropraz - RAMUZ,59.988,,2011-04-04,,Chemin des Meilleries,VD,Eco Energie Etoy Société coopérative à Lully VD,46.6124,6.755,BFE
2015-09-30,Vernayaz,Renewable energy,Solar,,Connected unit,0.1104,1904,PV Service Electrique Intercommunal (SEIC) S.A. Vernayaz  - bâtiment rural,130.48599000000002,,2011-03-11,,Clos du Rhône (parcelle 1133),VS,Service électrique intercommunal S.A. - SEIC,46.1434,7.0307,BFE
2015-09-30,La Tour-de-Peilz,Renewable energy,Solar,,Connected unit,0.098,1814,*PV Sunergic SA Vevey - Nestlé E2V La Tour-de-Peilz,63.957,,2011-05-13,,Rue dEntre-deux-Villes 10,VD,Sunergic SA,46.455,6.8677,BFE
2015-09-30,Bischofszell,Renewable energy,Solar,,Connected unit,0.37622,9220,PV Swiss Photovoltaik GmbH Bischofszell,148.18481,,2011-07-18,,Blumenwiesstrasse 6,TG,Swiss Photovoltaik GmbH,47.4961,9.2434,BFE
2015-09-30,Meggen,Renewable energy,Solar,,Connected unit,0.10052,6045,PV Gemeinde Meggen - Gemeindesaal ,29.722900000000003,,2011-10-12,,Am Dorfplatz 3,LU,Gemeinde Meggen,47.0504,8.3709,BFE
2015-09-30,Le Cerneux-Péquignot,Renewable energy,Solar,,Connected unit,0.23055,2414,PV Sun Valley Sàrl Le Cerneux-Péquignot - Faivre-Rosselet,256.54075,,2010-01-27,,Les Roussottes,NE,Sun Valley Sàrl,47.013,6.6702,BFE
2015-09-30,Landquart,Renewable energy,Solar,,Connected unit,0.22412,7302,PV Donatsch Söhne AG Landquart - Halle 1,235.32758000000004,,2011-07-27,,Sägenstrasse 14,GR,Donatsch Söhne AG,46.9614,9.5749,BFE
2015-09-30,La Tour-de-Peilz,Renewable energy,Solar,,Connected unit,0.098,1814,*PV ONE CREATION Coopéerative Vevey - Nestlé E2V La Tour-de-Peilz,37.73925,,2011-05-13,,Rue dEntre-deux-Villes 10,VD,ONE CREATION Coopéerative,46.455,6.8677,BFE
2015-10-16,Emmen,Renewable energy,Bioenergy,,Biomass and biogas,0.18,6032,B REAL Abwasser Emmen - Nassdampfturbine SVA,446.35214999999994,,2014-11-25,,Buholzstrasse 32,LU,REAL Abwasser,47.0876,8.3096,BFE
2015-11-04,Zermatt,Renewable energy,Hydro,,Run-of-river,0.46,3920,K Elektrizitätswerk Zermatt AG - Mosjesee,999.431,,2013-12-30,,Mosjesee,VS,Elektrizitätswerk Zermatt AG,45.9906,7.7422,BFE
2015-11-05,Sennwald,Renewable energy,Solar,,Connected unit,0.04,9466,PV Mons Kraftwerke GmbH Sennwald,41.49784,,2011-07-08,,Lögert 15,SG,Mons Kraftwerke AG,47.2626,9.5036,BFE
2015-11-10,Schötz,Renewable energy,Hydro,,Run-of-river,0.078,6247,K  E. Muri + Söhne AG - Dorfmühle Schötz,306.66293999999994,,2012-06-26,,Mühle 2,LU,E. Muri + Söhne AG,47.1661,7.9876,BFE
2015-11-19,Steffisburg,Renewable energy,Solar,,Connected unit,0.04437,3613,PV NetZulg AG Steffisburg - Sonnenfeldstr. 10+12,44.29189999999999,,2009-10-01,,Sonnenfeldstrasse 10+12,BE,NetZulg AG,46.771,7.6145,BFE
2015-12-04,Affoltern,Renewable energy,Solar,,Connected unit,0.03213,3416,*PV Brunner + Imboden AG Affoltern - Hühnerhaus,15.741,,2010-07-30,,Weid 2,BE,Brunner + Imboden AG,47.068,7.7246,BFE
2015-12-04,Affoltern,Renewable energy,Solar,,Connected unit,0.03213,3416,*PV SPIMA Affoltern - Weid 2,18.5,,2010-07-30,,Weid 2,BE,SPIMA,47.068,7.7246,BFE
2015-12-04,Davos Platz,Renewable energy,Hydro,,Drinking water plant,0.033,7270,K EWD Elektrizitätswerk Davos AG - TWKW Schiatobel,164.82581,,2012-12-17,,Talstrasse 35,GR,EWD Elektrizitätswerk Davos AG,46.7858,9.8154,BFE
2015-12-10,Worb,Renewable energy,Solar,,Connected unit,0.28236,3076,PV Regionalverkehr Bern-Solothurn AG Worb - Worbboden,231.5672,,2010-06-08,,Bodengasse 5,BE,Regionalverkehr Bern-Solothurn AG,46.9308,7.5645,BFE
2015-12-17,Olten,Renewable energy,Hydro,,Run-of-river,0.37,4600,K ADEV Wasserkraftwerk AG Olten - KW Dünnern,1460.4702899999995,,2008-05-02,,Rötzmattweg,SO,ADEV Wasserkraftwerk AG,47.3453,7.9019,BFE
2015-12-18,Gwatt,Renewable energy,Solar,,Connected unit,0.66177,3645,PV Energie Thun AG Gwatt - Flachglas Thun AG,586.88478,,2010-07-07,,Moosweg 21,BE,Energie Thun AG,46.7107,7.6157,BFE
2015-12-22,Steffisburg,Renewable energy,Solar,,Connected unit,0.0918,3613,PV Hofmann + Reymond Steffisburg,75.75280000000001,,2009-12-17,,Bernstrasse 117,BE,Hofmann + Reymond,46.771,7.6145,BFE
2015-12-22,Sigirino,Renewable energy,Hydro,,Drinking water plant,0.95,6806,K Lugano Azienda Acqua Potabile - Centrale di Sigirino,1816.1493299999997,,2010-04-09,,Osignano,TI,Comune di Lugano Azienda Acqua Potabile c/o AIL SA,46.0885,8.8871,BFE
2016-01-01,Root,Renewable energy,Bioenergy,,Biomass and biogas,27.2,6037,KVA Renergia Zentralschweiz AG Root,74527.3665,,2011-03-15,,Perlenstrasse ,LU,Renergia Zentralschweiz AG,47.1111,8.3962,BFE
2016-01-01,Ried-Brig,Renewable energy,Hydro,,Drinking water plant,0.23,3911,K EnBAG Kombiwerke AG Ried-Brig - TWKW Undri Eist,1151.0821,,2008-05-02,,Simplonstrasse,VS,EnBAG Kombiwerke AG,46.3087,8.0239,BFE
2016-01-01,Ried-Brig,Renewable energy,Hydro,,Drinking water plant,0.6,3911,TWKW Gantergrund - Mittubäch & Nessel,1915.36225,,2008-05-02,,Grund,VS,EnBAG Kombiwerke AG,46.3087,8.0239,BFE
2016-01-01,Mund,Renewable energy,Hydro,,Run-of-river,0.205,3903,K EnBAG Kombiwerke AG Mund - WWKW Nielubodu,600.9500000000002,,2008-05-02,,Breitu Acher,VS,EnBAG Kombiwerke AG,46.3585,7.9207,BFE
2016-01-01,Mund,Renewable energy,Hydro,,Run-of-river,1.44,3903,WWKW Zer Niwu Schiir Mund,6704.506,,2008-05-02,,Kantonsstrasse,VS,EnBAG Kombiwerke AG,46.3585,7.9207,BFE
2016-01-01,Brigerbad,Renewable energy,Hydro,,Run-of-river,1.44,3900,K EnBAG Kombiwerke AG Brigerbad - WWKW Badhalte Brigerbad,6634.296,,2008-05-02,,Ryfa,VS,EnBAG Kombiwerke AG,46.3024,7.9239,BFE
2016-01-06,Birmenstorf,Renewable energy,Bioenergy,,Biomass and biogas,0.037,5413,B Abwasserverband Rehmatte Birmenstorf - Ersatz BHKW,214.82288999999997,,2013-08-15,,Ortsteil Müslen,AG,Abwasserverband Rehmatte,47.4517,8.2668,BFE
2016-01-06,Delémont,Renewable energy,Hydro,,Run-of-river,0.132,2800,K SID Delémont - PCH La Grande Ecluse,430.37528000000003,,2010-10-05,,Rue de la Jeunesse 76,JU,Services Industriels de la Ville de Delémont,47.3685,7.3325,BFE
2016-01-10,Crans-Montana,Renewable energy,Hydro,,Run-of-river,0.08,3963,I.L.C.M. Energie SA Crans-Montana - Lac de Plans-Mayens,265.48659999999995,,2012-12-05,,Chemin de la Digue,VS,I.L.C.M. Energie SA,46.3588,7.5397,BFE
2016-01-12,Grandvillard,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.33,1666,B Vanils Energies SA Grandvillard - Biogaz,1636.782,,2009-02-02,,Route des Auges 21A,FR,Vanils Energies SA,46.5233,7.1077,BFE
2016-01-15,Gasel,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.3,3144,B H.H. Käser GmbH Gasel - WKK-Anlage Holzvergaser,779.5035899999999,,2012-12-17,,Büschigasse 108,BE,H. H. Käser GmbH,46.8962,7.397,BFE
2016-01-25,Chur,Renewable energy,Hydro,,Waste water plant,0.194,7000,K Rabiosa Energie Chur - Abwasserkraftwerk Meiersboden,311.0508,,2013-04-08,,Meiersboden 24,GR,Rabiosa Energie,46.8535,9.5309,BFE
2016-02-01,Trun,Renewable energy,Hydro,,Run-of-river,0.6,7166,K Repower AG Trun,3456.62033,,2014-11-27,,Via Fabrica Kraftwerk 120B,GR,Repower AG,46.7523,8.9807,BFE
2016-02-01,Oberwil bei Zug,Renewable energy,Solar,,Connected unit,0.03926,6317,PV Korporation Zug - 3214a - Weidlistrasse,14.157,,2011-10-05,,Weidlistrasse,ZG,Korporation Zug,47.1346,8.4997,BFE
2016-02-19,Illhart,Renewable energy,Solar,,Connected unit,0.85639,8556,PV Aschmann Land- und Umwelttechnik GmbH Illhart,802.1977099999999,,2011-07-08,,Im Birkenhof,TG,Aschmann Land- und Umwelttechnik GmbH,47.6004,9.0538,BFE
2016-02-19,Lützelflüh,Renewable energy,Hydro,,Run-of-river,0.425,3432,KWKW Gohlhaus Lützelflüh,2116.1451000000006,,2008-12-01,,Emmentalstrasse 85,BE,Kraftwerk Gohlhaus AG,47.0064,7.6847,BFE
2016-02-25,Romairon,Renewable energy,Solar,,Integrated unit,0.099,1423,PV SunnySun SA Romairon - Soleil,85.2285,,2011-07-15,,Rue au Tronchet,VD,SunnySun SA,46.8461,6.6364,BFE
2016-02-27,Eschenbach,Renewable energy,Solar,,Connected unit,0.20681,6274,PV J & H Südhang GmbH Eschenbach - Geflügelstrom32,161.95966,,2011-08-03,,Rutzigen 1,LU,J & H Südhang GmbH,47.1252,8.314,BFE
2016-03-01,Zug,Renewable energy,Solar,,Connected unit,0.05141,6300,PV Korporation Zug - 3120a - Chollerhof,26.37676,,2011-10-05,,Chollerhof (Parz. Nr.: 3120a) 3120a,ZG,Korporation Zug,47.1667,8.5167,BFE
2016-03-01,Zug,Renewable energy,Solar,,Connected unit,0.05936,6300,PV Korporation Zug - 3120b - Chollerhof,30.004730000000002,,2011-10-05,,Chollerhof (Assek. Nr.: 3120b) 3120b,ZG,Korporation Zug,47.1667,8.5167,BFE
2016-03-08,Lyss,Renewable energy,Solar,,Connected unit,0.23088,3250,PV Fankhauser Tiefbau AG Lyss,90.42992,,2011-11-06,,Bernstrasse 102a + 102b,BE,Fankhauser Tiefbau AG,47.0756,7.3107,BFE
2016-03-08,Göschenen,Renewable energy,Hydro,,Drinking water plant,0.27,6487,K Elektrizitätswerk Gemeinde Göschenen - Sagenbach Abfrutt,1103.80816,,2008-05-02,,Abfrutt,UR,Elektrizitätswerk Gemeinde Göschenen,46.6676,8.5182,BFE
2016-03-23,Matten,Renewable energy,Hydro,,Drinking water plant,0.055,3773,K Einwohnergemeinde St. Stephan Matten - TWKW Reservoir,278.2974,,2008-05-03,,Fermelstrasse,BE,Einwohnergemeinde St. Stephan,46.5093,7.4716,BFE
2016-03-23,Ziegelbrücke,Renewable energy,Solar,,Integrated unit,0.0936,8866,PV Ziegelbrücke Energie AG - Alte Spinnerei,84.12533,,2011-08-23,,Spinnereistrasse 2-6,GL,Ziegelbrücke Energie AG,47.1363,9.0618,BFE
2016-03-23,Egg,Renewable energy,Solar,,Connected unit,0.21222,8847,PV EKZ Contracting AG Egg - Kälin,118.29299999999999,,2011-02-22,,Untere Obereggstrasse 4,SZ,EKZ CONTRACTING AG,47.1606,8.7795,BFE
2016-03-24,Bützberg,Renewable energy,Solar,,Connected unit,0.1008,4922,PV Sun Valley Langenthal AG Bützberg - Mehrzweckhalle,83.4873,,2011-03-24,,Sonnhaldestrasse 23,BE,Sun Valley Langenthal AG,47.1997,7.7478,BFE
2016-03-24,Tägerig,Renewable energy,Solar,,Connected unit,0.86496,5522,PV Solarenergie Eichfeld AG Tägerig  - Kompostieranlage,703.6220500000001,,2011-06-17,,Kompostierplatz Eichfeld,AG,Solarenergie Eichfeld AG,47.3976,8.2789,BFE
2016-03-24,Delémont,Renewable energy,Solar,,Connected unit,0.77327,2800,PV R. & M. Broquet SA Delémont,313.293,,2011-10-24,,Route de Bellerive 29/33,JU,R. & M. Broquet SA,47.3685,7.3325,BFE
2016-03-24,Gollion,Renewable energy,Solar,,Connected unit,0.45315,1124,PV Bio Eco Energie SA Gollion,136.814,,2011-08-03,,En Pradez 1,VD,BioEcoEnergie SA,46.5867,6.51,BFE
2016-03-24,Veltheim,Renewable energy,Solar,,Connected unit,0.2962,5106,*PV Bijouteria GmbH Veltheim,253.61161,,2011-07-01,,Werdstrasse 2,AG,Bijouteria GmbH,47.431,8.146,BFE
2016-03-24,Porrentruy,Renewable energy,Solar,,Connected unit,0.47303,2900,PV CREVOISIER & RERAT S.A. Porrentruy,401.83119999999997,,2010-09-16,,Chemin des Grandes-Vies 24+24a,JU,CREVOISIER & RERAT S.A.,47.4206,7.0686,BFE
2016-03-24,Siviriez,Renewable energy,Solar,,Connected unit,0.12267,1678,PV Commune de Siviriez - Déchetterie II Mauron,116.3185,,2011-04-15,,Impase de la Cuadra 44 et 44a,FR,Commune de Siviriez,46.6622,6.8758,BFE
2016-03-29,Olten,Renewable energy,Solar,,Connected unit,0.23036,4600,PV Städtische Betriebe Olten (sbo) - Feuerwehrmagazin / Werkhof Olten,182.48139,,2011-07-08,,Werkhofstrasse 9,SO,Städtische Betriebe Olten (sbo),47.3453,7.9019,BFE
2016-03-30,Sursee,Renewable energy,Solar,,Connected unit,0.48528,6210,PV fenaco Genossenschaft Sursee ,311.7111,,2010-12-23,,"Münchrütistrasse 3 & 5, Obstfeldstrasse 5",LU,fenaco Genossenschaft,47.176,8.105,BFE
2016-03-30,Frauenfeld,Renewable energy,Solar,,Connected unit,0.7968,8500,*PV Solargemeinschaft Osterhalden Frauenfeld - Burgdorfer,656.1368700000002,,2011-04-05,,Im Häfeler,TG,Solargemeinschaft,47.5603,8.9036,BFE
2016-03-30,Saint-Pierre-de-Clage / Chamoson,Renewable energy,Solar,,Connected unit,0.0528,1955,PV Service électrique intercommunal S.A. Saint-Pierre-de-Clage / Chamoson,29.025520000000004,,2011-10-10,,Route de Merdesson,VS,Service électrique intercommunal S.A. - SEIC,46.2078,7.2138,BFE
2016-03-30,Sursee,Renewable energy,Solar,,Connected unit,0.58963,6210,PV BE Netz Energie AG Sursee - Kornfeldstrasse,496.83464999999995,,2010-12-23,,Kornfeldstrasse 1,LU,BE Netz Energie AG,47.176,8.105,BFE
2016-03-30,Niedergösgen,Renewable energy,Solar,,Connected unit,0.5317,5013,PV RHT Solar GmbH Niedergösgen,410.50159,,2011-06-20,,Stockackerstrasse 16,SO,RHT Solar GmbH,47.3748,7.983,BFE
2016-03-30,Wiedlisbach,Renewable energy,Solar,,Connected unit,0.06084,4537,PV Enaio AG Wiedlisbach,39.1338,,2011-06-29,,Eichholzstrasse 1,BE,Enaio AG,47.2474,7.6476,BFE
2016-03-30,Trin Mulin,Renewable energy,Solar,,Connected unit,0.21942,7016,PV Einfache Gesellschaft Sonnenstrom Rhiienergie Trin - Via Prada,81.54320000000001,,2011-01-11,,Via Prada 3,GR,Einfache Gesellschaft Sonnenstrom Rhiienergie,46.822,9.3344,BFE
2016-03-30,Lyss,Renewable energy,Solar,,Connected unit,0.10296,3250,PV GLB Seeland Lyss - Dachdeckerhalle ,91.02120000000001,,2011-04-18,,Grenzstrasse 35,BE,GLB-Seeland,47.0756,7.3107,BFE
2016-03-30,Kerns,Renewable energy,Solar,,Connected unit,0.16188,6064,PV EW Obwalden Kerns,135.23969999999997,,2011-05-12,,Stanserstrasse 113,OW,EW Obwalden,46.9065,8.3023,BFE
2016-03-31,Zug,Renewable energy,Solar,,Connected unit,0.03402,6300,PV Korporation Zug - Vordergeissboden 2,13.556,,2011-10-05,,Vordergeissboden 2,ZG,Korporation Zug,47.1667,8.5167,BFE
2016-03-31,Mettmenstetten,Renewable energy,Solar,,Connected unit,0.2314,8932,PV Swiss Photovoltaik GmbH Mettmenstetten,166.86341000000002,,2011-09-08,,Herferswil 80,ZH,Swiss Photovoltaik GmbH,47.2487,8.4662,BFE
2016-03-31,Rüthi,Renewable energy,Solar,,Connected unit,0.06552,9464,PV Swiss Photovoltaik GmbH Rüthi - Moorhof,40.42608,,2011-08-08,,Moorhof 1,SG,Swiss Photovoltaik GmbH,47.2841,9.5138,BFE
2016-03-31,Avenches,Renewable energy,Solar,,Connected unit,0.82992,1580,PV Sijeff SA Avenches,657.19975,,2010-11-23,,Route de L'Estivage 2 ,VD,Sijeff SA,46.8829,7.0368,BFE
2016-03-31,Valangin,Renewable energy,Solar,,Connected unit,0.0572,2042,PV Communauté d'Exploitation Valangin - Centrale solaire nouvelle ferme,78.505,,2011-06-16,,La Borcaderie 4,NE,Communauté d'Exploitation,47.0177,6.903,BFE
2016-03-31,Aarberg,Renewable energy,Solar,,Connected unit,0.624,3270,PV Thun Solar AG Aarberg,441.60828000000004,,2011-01-18,,Alte Lyss-Strasse 27b,BE,Thun Solar AG,47.0442,7.2832,BFE
2016-03-31,Zug,Renewable energy,Solar,,Connected unit,0.162,6300,PV Korporation Zug - 1012b - Schindellegi - Feld 2,73.75141,,2011-10-05,,Schindellegi (Parz. Nr.: 1012b - Feld 2) 1012b,ZG,Korporation Zug,47.1667,8.5167,BFE
2016-03-31,Nottwil,Renewable energy,Solar,,Connected unit,0.70227,6207,PV Sidler & Co. Nottwil AG Nottwil,514.7442,,2010-12-23,,Kantonsstrasse 37,LU,Sidler & Co. Nottwil AG,47.1279,8.1378,BFE
2016-03-31,Subingen,Renewable energy,Solar,,Connected unit,0.12012,4553,PV Putt AG Subingen,102.56514999999999,,2011-08-02,,Gewerbestrasse 7,SO,Putt AG,47.1991,7.621,BFE
2016-03-31,Ruswil,Renewable energy,Solar,,Connected unit,0.7383,6017,PV Soppestig Solar GmbH Ruswil - Soppestieg,516.2843099999999,,2010-12-23,,Soppestieg,LU,Soppestig Solar GmbH,47.0877,8.1261,BFE
2016-03-31,La Rippe,Renewable energy,Solar,,Connected unit,0.34632,1278,PV Eco Energie Etoy SA La Rippe - Melly-Bory-Rilliet,233.71,,2011-07-29,,Chemin du Vivier,VD,Eco Energie Etoy Société coopérative à Lully VD,46.4048,6.1199,BFE
2016-03-31,Brügglen,Renewable energy,Solar,,Connected unit,0.12588,4582,PV Genossenschaft Elektra Jegenstorf Brügglen - Wyss D1,112.01509,,2011-09-20,,Hauptstrasse 76,SO,Genossenschaft Elektra Jegenstorf,47.1451,7.4939,BFE
2016-03-31,Hofstatt,Renewable energy,Solar,,Connected unit,0.36963,6154,PV Alpnach-Sonnenstrom AG Hofstatt - Sägerei Kunz,116.0181,,2010-12-23,,Sägewerk Ellbach,LU,Alpnach-Sonnenstrom AG,47.0761,7.8972,BFE
2016-03-31,Oberegg,Renewable energy,Solar,,Connected unit,0.16016,9413,PV ThyssenKrupp AG Oberegg - Shed-Dächer,145.6686,,2011-08-18,,Feldlistrasse 4,AI,ThyssenKrupp Presta AG,47.4202,9.5632,BFE
2016-04-11,Boltigen,Renewable energy,Hydro,,Diversion plant,2.85,3766,K Simmentaler Kraftwerke AG Boltigen - Laubeggfall,9815.51642,,2008-09-19,,Garstatt,BE,Simmentaler Kraftwerke AG,46.6074,7.3583,BFE
2016-04-18,Visp,Renewable energy,Solar,,Connected unit,0.3133,3930,PV Mengis Druck & Verlag AG Visp,242.9199,,2011-04-06,,Pomonastrasse 12,VS,Mengis Druck & Verlag AG,46.287,7.8669,BFE
2016-04-27,Vétroz,Renewable energy,Hydro,,Drinking water plant,0.727,1963,K Centrale hydraulique du reservoir de Péteilles,2568.0872999999992,,2009-05-22,,Chemin de la Creusettaz,VS,Consortage de Motelon,46.2184,7.2607,BFE
2016-05-01,Buttisholz,Renewable energy,Bioenergy,,Biomass and biogas,1.4,6018,B Tschopp Holzindustrie AG - Holzkraftwerk ORC,5788.0668399999995,,2013-04-29,,Gewerbezone 24,LU,Tschopp Holzindustrie AG,47.1146,8.0966,BFE
2016-05-09,Tinizong,Renewable energy,Hydro,,Run-of-river,0.215,7453,K Kraftwerke Ragn d'Err AG Tinizong - WKW Stufe Colm,518.3728799999999,,2009-04-01,,Tgant Pensa,GR,Kraftwerke Ragn d'Err AG,46.5896,9.6571,BFE
2016-05-09,Tinizong,Renewable energy,Hydro,,Run-of-river,7.06,7453,K Kraftwerke Ragn d'Err AG Tinizong - Stufe Mulegn,18679.10535,,2008-05-01,,Mulegn,GR,Kraftwerke Ragn d'Err AG,46.5896,9.6571,BFE
2016-05-17,Mitlödi,Renewable energy,Hydro,,Run-of-river,0.55,8756,K Technische Betriebe Glarus Mitlödi - Wehrkraftwerk Holenstein,90.0641,,2008-05-02,,Holensteinstrasse,GL,Technische Betriebe Glarus,47.0146,9.0906,BFE
2016-05-19,Zürich,Renewable energy,Solar,,Connected unit,0.1901,8055,PV Baugenossenschaft Rotach Zürich - Wohnsiedlung Triemli 1/Ersatzneubauten,107.57355,,2011-09-08,,Birmensdorferstasse 432 - 447,ZH,Baugenossenschaft Rotach Zürich,47.3642,8.4903,BFE
2016-05-19,Valbroye,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.637,1525,B Groupe E Greenwatt SA Valbroye - Biogas,2545.77,,2010-04-27,,Route de la Grande Raye 3,VD,Groupe E Greenwatt SA,46.7287,6.8746,BFE
2016-05-27,Guttannen,Renewable energy,Hydro,,Diversion plant,1.287,3864,KW Hostetbach AG,3173.4913500000002,,2012-05-15,,Hostetbach (Lochemedli),BE,KW Hostetbach AG,46.6076,8.3042,BFE
2016-06-01,Horgen,Renewable energy,Bioenergy,,Biomass and biogas,3.1,8810,Zweckverband Abfallverwertung Horgen - KVA Horgen,5140.134,,2013-12-28,,Zugerstrasse 165,ZH,Zweckverband für Abfallverwertung im Bezirk Horgen,47.2573,8.6042,BFE
2016-06-01,Steinen,Renewable energy,Hydro,,Diversion plant,2.5,6422,K Elektrizitätswerk des Bezirks Schwyz AG Steinen - KWKW Steineraa,2273.41577,,2010-03-09,,Steinertalweg,SZ,Elektrizitätswerk des Bezirks Schwyz AG,47.0491,8.61,BFE
2016-06-01,Vernayaz,Renewable energy,Hydro,,Run-of-river,1.683,1904,K FMV SA Verneyaz - Centrale Pissevache,3104.1025,,2012-09-24,,La Pissevache  ,VS,FMV SA,46.1434,7.0307,BFE
